,Book Name,Description,Author,Number of Reviews,Rating,Price,Listening_Time_Minutes,Rank,Genre
4223,coriolanus arkangel shakespeare,rome is a city divided nobility and common people locked in mutual suspicion the patrician caius marcius later called coriolanus is rome s greatest soldier but his proud refusal to accommodate himself to the demand of the plebeian lead to banishment and death,william shakespeare,3.0,3.5,585.0,0,3,
4225,the death of wcw,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,r.d. reynolds,272.0,4.6,836.0,0,3,
4227,the prophet the wanderer,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,khalil gibran,6.0,4.1,539.0,0,3,
4229,story behind the image lesson from a life in adventure photography,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,corey rich,81.0,4.8,586.0,0,3,
4230,make today count the secret of your success is determined by your daily agenda,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,john c. maxwell,307.0,4.7,500.0,0,3,
4235,guided mindfulness meditation series,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,jon kabat-zinn,85.0,4.7,469.0,0,3,
4236,destroying fear strategy to overthrow the enemy s tactic and walk in total freedom,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,john ramirez,422.0,4.9,586.0,0,3,
4238,enterprise agility being agile in a changing world,the biggest challenge enterprise face today is dealing with fast paced change in all sphere of business enterprise agility show how an enterprise can address this challenge head on and thrive in the dynamic environment,sunil mundra,10.0,5.0,703.0,0,3,
4239,the sailor who fell from grace with the sea,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,yukio mishima,235.0,4.5,501.0,0,3,
4241,kill the company end the status quo start an innovation revolution,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,lisa bodell,26.0,4.2,586.0,0,3,
4242,making it all work winning at the game of work and the business of life,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,david allen,87.0,4.1,1005.0,0,3,
4244,coriolanus arkangel shakespeare,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,william shakespeare,3.0,3.5,585.0,0,3,
4256,guided mindfulness meditation series,these program constitute the core practice curriculum of mindfulness based stress reduction mbsr in the stress reduction clinic they are meant to be used in conjunction with dr kabat zinn s book full catastrophe living using the wisdom of your body and mind to face stress pain and illness you will find extensive description of these practice in this book thousand of people have used these program either alone or in conjunction with the book to develop and sustain a meditation practice based on mindfulness and to benefit from it stress reducing healing and transformational potential when practiced regularly,jon kabat-zinn,85.0,4.7,469.0,0,3,
4257,destroying fear strategy to overthrow the enemy s tactic and walk in total freedom,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,john ramirez,422.0,4.9,586.0,0,3,
4259,enterprise agility being agile in a changing world,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,sunil mundra,10.0,5.0,703.0,0,3,
4262,the walking drum,sorry we just need to make sure you re not a robot for best result please make sure your browser is accepting cooky,louis l'amour,572.0,4.7,1131.0,0,3,
4264,full tilt ireland to india with a bicycle,full tilt is the inspiring true story of dervla murphy s journey from ireland to india on an armstrong cadet bicycle and the trial landscape and culture she encountered along the way the route take her through the valley and snowy mountain pass of europe and india to the scorching desert of afghanistan and pakistan where the metal of her bicycle rozinante named after don quixote s steed becomes too hot to touch she travel alone without luxury sleeping on the floor of teahouse or on blanket outdoors vulnerable to wild animal insect and thief however she is often met with generosity and kindness and share many meaningful encounter with the local her portrayal here give a fascinating insight into the unique community of the middle east in the early s,dervla murphy,167.0,4.7,633.0,0,3,
4265,passion and purity learning to bring your love life under christ s control,oops it s rush hour and traffic is piling up on that page please try again in a short while if you were trying to place an order it will not have been processed at this time go to the amazon in home page to continue shopping,elisabeth elliot,156.0,4.8,608.0,0,3,
